,Wo.dIPA,Word,Stress,Speaker_code,Language,Lang_origin,Stop,Fricative,Position,Initial,Final,Medial,Duration.old,Duration,Vowel,Front,Back,Low,Liquid,Dip,Speaker.1,Age,Young,Old,Education,EducationLow,EducationHigh,LevelOfSpanish,SpanishLow,SpanishHigh,SP_Mid,SP_Low,SP_Zero,LevelOfQuichua,IQ_Native,IQ_High,IQ_Mid,IQ_Low,IQ_Zero,LevelofMediaLengua,ML_Native,ML_High,ML_Mid,ML_Low,ML_Zero,Living,Gender,Recording_type,F0_mid,F1_mid,F2_mid,F3_mid,Vowel_duration,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7
6885,buro,buro,Stressed,VAL,SpanishRural,s,?,TRUE,i,TRUE,FALSE,FALSE,113.7,113.7,u,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,193.4,372,738.3,3006.4,112.3,373.1,380.7,385.1,402.2,417.7,420,404.8,740.7,755.5,775.1,768.4,778.9,813,832.3,3010.6,3058.2,2989.2,2785.8,2822.7,2938,3062.7
6886,gana?,ganar,Stressed,VAL,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,87.9,87.9,a,FALSE,FALSE,TRUE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,194.8,370.7,1923,3067.5,91,377.8,450.6,505.9,539.9,568.2,601.5,637.4,1922.3,1911.9,1888.8,1881.6,1885.9,1896.3,1895.7,3067.6,3068.8,3072.8,3078.6,3091.1,3097.3,3103.7
6887,culeb?a,culebra,Unstressed,VAL,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,36.4,36.4,u,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,200.5,392.5,813.9,2919.4,44.8,381.5,369.7,376.7,379.6,381.9,384.2,386.9,818.2,829,823.7,882.4,940.2,968.5,1025.1,2925.2,2863.8,2858.5,2862.3,2844.3,2801.8,2704.8
6888,te,te,Stressed,VAL,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,11.9,11.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,215.6,502.8,2207,3077.6,185.6,502.8,518.6,536.4,540.4,542.6,543.9,545.2,2207.2,2228,2264.7,2331.5,2376.2,2416,2446.5,3077.2,3034.3,3082.6,3137.5,3166.5,3143.7,3083.8
6889,gota,gota,Stressed,VAL,SpanishRural,s,?,TRUE,i,TRUE,FALSE,FALSE,116.2,116.2,o,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,193.7,381.5,990.3,2991.4,122.6,374.3,416.1,437.1,440.7,446.3,466.2,492.9,988.8,993,965,967.4,977.9,1005.7,1033.4,2995.5,2972.4,2963.1,2928.4,2926.7,2920.1,2942.6
6890,baja,baja,Stressed,VAL,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,148.5,148.5,a,FALSE,FALSE,TRUE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,195.8,550.8,1445.2,2935.5,93.2,568.1,692.1,742,761,767,770.6,777.3,1438.2,1480.8,1586.9,1640.4,1690.1,1721.3,1748.7,2940.9,2992.6,3036.9,3067.1,3079.1,3083.3,3089.9
6891,quita?,quitar,Stressed,VAL,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,47.2,47.2,i,TRUE,FALSE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,213.1,255.7,2805.7,3580.4,50.5,257.7,281.6,311,322.1,318.5,313.7,303.6,2828.7,2946.5,2924.2,2884.6,2896.3,2871.2,2825.5,3590.7,3639.7,3640.1,3639,3632.5,3610.6,3565.3
6892,pone?,poner,Stressed,VAL,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,21.1,21.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,200.6,386.6,936.5,3077.2,107,386.8,452.3,502.2,519.2,528,539.5,558.1,937.1,996.8,1037.7,1032.4,1035.9,1052.9,1063.8,3077.6,3163.3,3214,3198.4,3204.9,3228.4,3242.8
6893,casa?,casar,Stressed,VAL,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,30.2,30.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,NA,600.8,1887.3,3182.1,55.9,598.7,634.3,677.7,673.9,651.5,636.9,622.6,1887.5,1906.8,1906.6,1912.9,1912.5,1918.8,1923.7,3181.5,3149.1,3174.7,3140.8,3081.6,3123.8,3156.6
6894,punto,punto,Stressed,VAL,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,16.5,16.5,o,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,221.9,381.6,658.9,2788.1,91.5,381.3,396.4,411.6,420.4,429.7,435.1,443,653.7,834.4,858.6,872.3,882.9,888.6,902.3,2780.9,3031.5,3054,3076.4,3098.6,3131.6,3156.8
6895,boca,boca,Stressed,VAL,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,92.3,92.3,o,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,204.1,475.7,1571.9,2592.5,118.7,483.4,511.9,477.2,492.7,521,550,573.4,1579.3,1307.7,970.5,990.1,1008.4,1014.7,1029.4,2600,2715,3025.3,3053.1,3088.7,3079.2,3035.7
6896,banco,banco,Stressed,VAL,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,90.1,90.1,a,FALSE,FALSE,TRUE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,NA,628.5,1772,3241.5,109.2,625.9,723,785,804.2,814.6,813.6,814.5,1778.3,1588.3,1645.6,1666.4,1692,1698.5,1707.9,3245.9,3087,3006,3015.1,3061,3103.1,3112
6897,pena,pena,Stressed,VAL,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,11.2,11.2,e,TRUE,FALSE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,NA,458.5,1968.1,2849.1,116.7,458.5,474.6,499.7,507.9,512.9,522.2,529.8,1970.1,2016.9,2119.9,2174.4,2214.3,2238.3,2268.2,2850.2,2843,2869.2,2938.3,2995.7,2987.6,2999.4
6898,goro,goro,Stressed,VAL,SpanishRural,s,?,TRUE,i,TRUE,FALSE,FALSE,78.4,78.4,o,FALSE,TRUE,FALSE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,183.3,425,1292.6,3042.5,176.7,425.6,439.2,454.7,468.8,471.2,485.4,507,1293.4,1289.5,1248.4,1175.4,1143.1,1176.6,1208.2,3040.3,2994,2996.1,2982.5,2984,3002.4,2940.5
6899,guantes,guantes,Unstressed,VAL,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,52.4,52.4,ua,FALSE,FALSE,FALSE,FALSE,TRUE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,NA,564.1,687.2,2873,170,576.4,442.6,368.4,380.3,379.9,384.1,392.2,684.2,706.5,712,770.3,774.9,782,791.4,2868.6,2959.4,3102.3,3022.7,2975,3032.9,3091.6
6900,ca?ga,carga,Stressed,VAL,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,16.3,16.3,a,FALSE,FALSE,TRUE,FALSE,FALSE,ALuciaSandoval,34,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,WordList,202.9,526,1926.8,3136.2,129.4,530.1,613,675.7,712.8,739.9,756.4,768.2,1926.1,1909.9,1869.7,1806.4,1802.9,1807.8,1809.3,3134,3097.8,3082.9,3064,3040.6,2939.7,2891.1
6901,debe?es,deberes,Unstressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,114.9,114.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,601.6,1858,2998.5,126.6,614.8,744.5,678.5,393.9,308.3,348.9,384.4,1859.7,1897.9,1903.1,1891.3,1813.7,1816.4,1851.7,3003.3,2998.2,2945,2922.9,2804.1,2699.6,2683.3
6902,cabeza,cabeza,Unstressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,41.2,41.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,422.9,1666.3,2620.3,115.9,419.7,461.5,491.2,525.5,552,572.5,576.5,1667,1645,1608.1,1585.7,1588,1597,1581.4,2632.5,2493.5,2466.3,2460.3,2474.9,2520.2,2512.7
6903,da?,dar,Stressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,81.6,81.6,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,103.7,590.1,2235.7,2916.7,192.9,593.9,379,354.8,419,465.4,510.8,533.6,2234.6,1998.9,1736,1656.7,1652.1,1659.9,1671.9,2916.2,2797.9,2822.5,2843.4,2795,2792.9,2823.6
6904,dolo?,dolor,Stressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,43.8,43.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,56.4,330.6,1654.4,2859.9,97.1,330.6,336.1,372.3,420.5,451,464.5,468.2,1653.3,1525.2,1434.4,1396.3,1396.8,1386,1348.3,2860.1,2839.5,2795.3,2793.9,2764.8,2735.1,2754.8
6905,ke,ke,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,41.5,41.5,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,116.3,311.7,2347.6,2890.8,143.2,312.5,330.7,342.1,347.6,354.7,362.8,365.8,2347.8,2345.9,2333,2320.8,2309.9,2306.1,2298.6,2887.2,2803.8,2766.2,2783.5,2795.7,2780.7,2765.3
6906,depo?te,deporte,Unstressed,IZA,SpanishRural,s,g>t,FALSE,i,TRUE,FALSE,FALSE,16.9,16.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,275.6,1904.7,2851.7,61.4,276.7,337.7,341.5,377,401.1,389.5,395,1904.8,1978.7,1935.6,1946.1,1963.4,1973.1,1953.7,2851.5,2722.1,2746.5,2735.1,2742.3,2779.5,2726.4
6907,ve?,ver,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,121.6,121.6,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,106.8,370.7,1866.7,2480.8,154.9,372.6,401.3,407.8,406.7,409.5,413.6,411.4,1866.3,1975.5,2032.1,2057.5,2067.4,2085,2107.6,2480.5,2557.6,2571.9,2626.4,2651.1,2665.5,2653.9
6908,domingo,domingo,Unstressed,IZA,SpanishRural,s,d>t,FALSE,i,TRUE,FALSE,FALSE,26.9,26.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,404.2,1505.7,2821.5,82.8,414.1,436.4,440,455.5,462.9,463,462.8,1497.2,1388.4,1369.7,1332.9,1259.5,1233.1,1228.2,2827.4,2775.5,2748.2,2745.7,2720.6,2715.6,2770.7
6909,dia,dia,Stressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,90.8,90.8,ia,FALSE,FALSE,FALSE,FALSE,TRUE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,99.4,483.3,2027.8,3013.8,258.4,475.3,321.4,295.7,307.5,314.3,318.1,318.5,2025.3,1994,2052.1,2113.4,2119.5,2192.4,2256.4,3012,2933.9,2800.1,2785.7,2793.3,2819.4,2830
6910,de,de,Stressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,77,77,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,99.5,700.5,1952.1,3014.3,154.5,702.3,518.5,327.8,347.8,369.6,377.7,390.3,1952.7,1910.1,1885.7,1895.1,1947.6,2012.1,2035.5,3014.7,2956.4,2855.2,2861.1,2867.9,2874.7,2875.2
6911,ga?aje,garaje,Unstressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,89.6,89.6,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,105.8,364.9,1703.7,2579.4,72.4,366.5,371.4,397.2,441.9,487.6,518.5,497.6,1703.2,1678.9,1619.9,1678.5,1700.6,1726,1687.5,2577.9,2510.8,2553.9,2444.6,2460.8,2663.5,2751.1
6912,voy,voy,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,124.1,124.1,oi,FALSE,FALSE,FALSE,FALSE,TRUE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,623.8,1678.2,2574.8,244.7,538.7,416.8,424.2,423.4,426,429.5,432.2,1571.6,998.1,920.1,938.3,940,936.6,970.6,2518.5,2467,2543.1,2459.8,2468.4,2468.4,2462.9
6913,come?,comer,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,39.7,39.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,364.8,975.5,2701.4,90.4,364.8,429.9,454.7,457.4,452.6,461.8,476.6,975.5,968.7,981,965.9,964.8,972.1,968,2701.4,2679.4,2719.2,2745.8,2692,2585,2758.4
6914,bizco?os,bizcochos,Unstressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,99.3,99.3,i,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,107.5,250.7,1863.4,2498.1,79.5,249.8,301.2,292.3,290.7,289.7,290.6,293.9,1863.4,1967.8,2179.4,2184.8,2195.6,2224.9,2261.8,2498.8,2529.2,2652.5,2574.5,2598.8,2700.5,2694.9
6915,tu?ista,turista,Unstressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,43.7,43.7,u,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,265,1500.6,2649.3,66.9,265.9,299,306.8,308.5,310.2,313.4,317.6,1498.2,1446.8,1485.5,1482.9,1483.8,1502,1522.7,2648.1,2582.5,2534.4,2506.1,2473.4,2510.2,2511.4
6916,decision,decision,Unstressed,IZA,SpanishRural,s,d>t,FALSE,i,TRUE,FALSE,FALSE,16.7,16.7,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,311.4,2022.6,2878.7,83.8,312.8,341.2,360.1,378.3,394.3,399.3,396.5,2020.2,2032.2,2060.7,2073.1,2080.4,2099.7,2118.4,2880,2805.1,2774.7,2754.7,2772.2,2791.5,2827.5
6917,cuy,cuy,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,39.2,39.2,ui,FALSE,FALSE,FALSE,FALSE,TRUE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,125.5,332.8,1699.9,2777.1,194.1,332.7,312.4,302.8,302.4,306.2,310.5,313.8,1693.5,785.7,814.9,816.2,825.6,847.7,872.3,2775.9,2614.5,2663.8,2711.5,2701.3,2712.5,2718.4
6918,toma?,tomar,Stressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,24.7,24.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,434.8,1378.9,2936.8,92.6,435.6,470.3,480.9,483.4,489.4,493.6,492.2,1376.5,1268.4,1220.6,1194.9,1134.3,1075.7,1043.1,2937.5,2898.5,2806.5,2802.4,2774.5,2747.2,2741.1
6919,buena,buena,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,131.5,131.5,ue,FALSE,FALSE,FALSE,FALSE,TRUE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,102,176.5,1800.2,2713.4,151.8,184.1,289.8,391,337.9,334.4,345.7,359.7,1802.4,1931.3,1729.3,729.5,815.9,862.2,934.9,2717.8,2844.1,2948.7,2694.8,2716.1,2720.6,2652.8
6920,te?mina?,terminar,Unstressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,37,37,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,106.9,354.3,1960.9,2788.6,64.7,354.7,397,415.3,410.6,414.2,411.1,412.3,1960.8,1945.9,1926,1913.9,1935.8,1934.1,1919.2,2789,2832.8,2841.5,2842.3,2846,2829.4,2810.1
6921,puma,puma,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,28.3,28.3,u,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,301.6,802.9,2703.7,85.5,302.1,324.2,341.6,345.9,349.4,343.1,334,793.2,772.7,784.7,781,783.7,756.8,750.4,2694.9,2703.6,2632.8,2622.4,2586.1,2688.2,2718.4
6922,diciemb?e,diciembre,Unstressed,IZA,SpanishRural,s,d>t,FALSE,i,TRUE,FALSE,FALSE,45.9,45.9,i,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,256.9,2313.1,2859.2,51.8,260.1,283.3,291.1,290.3,282.7,276.4,271.7,2311.8,2284.7,2290.5,2271.6,2243.9,2270.8,2293.4,2864.9,2907.5,2882.9,2874.8,2887.2,2880.6,2887.8
6923,tene?,tener,Stressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,33.4,33.4,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,110,359.9,2111.5,2901,82.7,359.2,391.7,408.1,410.4,407.6,408.8,409.3,2111.1,2176,2184.7,2157.8,2145.2,2146.2,2148.4,2900.2,2927.2,2882.9,2839.3,2842.5,2869.9,2863.5
6924,co?ta?,cortar,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,41.6,41.6,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,365,957.1,2599.2,69.2,363.9,400.4,424.4,440.9,456.7,453.8,457.3,960.9,955.9,977.3,1032.6,1059.8,1070.1,1077.2,2599.6,2598.1,2560.9,2579.9,2598.1,2615.4,2598.3
