,Wo.dIPA,Word,Stress,Speaker_code,Language,Lang_origin,Stop,Fricative,Position,Initial,Final,Medial,Duration.old,Duration,Vowel,Front,Back,Low,Liquid,Dip,Speaker.1,Age,Young,Old,Education,EducationLow,EducationHigh,LevelOfSpanish,SpanishLow,SpanishHigh,SP_Mid,SP_Low,SP_Zero,LevelOfQuichua,IQ_Native,IQ_High,IQ_Mid,IQ_Low,IQ_Zero,LevelofMediaLengua,ML_Native,ML_High,ML_Mid,ML_Low,ML_Zero,Living,Gender,Recording_type,F0_mid,F1_mid,F2_mid,F3_mid,Vowel_duration,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7
6925,boske,boske,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,66.4,66.4,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,115.7,447.7,1284,2603.9,124.3,448.1,435.9,430.9,429.3,429.8,433.2,435.1,1260,965.8,914.8,934.1,952,962.4,970,2592,2666.1,2727.3,2723.1,2712.9,2710,2711.1
6926,ba<f1>o,bano,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,199.8,199.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,103,430.4,1322.1,2822.3,128.1,425.6,497.6,513.7,539,550.8,562.7,568.8,1335.3,1178.3,1243.1,1292.5,1327.8,1350.8,1371.3,2822.1,2877.3,2699.8,2623.1,2591.9,2589.5,2651.2
6927,documento,documento,Unstressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,43.7,43.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,114.2,395.3,1775.7,2533,81.9,385.9,348.2,376.9,403,424.4,436.6,439.7,1772.5,1700.2,1597.6,1524.7,1468.3,1420.1,1349.5,2536,2795.8,2933.9,2717.3,2699,2712.5,2720.5
6928,pa<f1>o,pano,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,8.6,8.6,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,109,514.5,1267.1,2488.6,117.1,515.6,547,573.2,589,598.8,601.2,602.4,1265.7,1231.5,1255.3,1295.6,1340.4,1388.2,1391.6,2489.1,2501.4,2495.5,2522.6,2571.5,2592.5,2536.6
6929,boske,boske,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,106.1,106.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,755.9,2092.6,2985.7,125.8,758.8,596,453.5,412.3,409.3,415,421.5,2096,1945,1048.2,825.4,830,837,856.6,2986.1,2941.4,2669.9,2669,2700,2715.3,2682.1
6930,tia,tia,Stressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,22.3,22.3,ia,FALSE,FALSE,FALSE,FALSE,TRUE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,116.5,293.2,2399.9,2926.3,200.3,293.7,298.3,304.6,310.3,312.3,312.7,312.8,2403.8,2431,2415.5,2429.5,2441.5,2455,2461.3,2931.3,2966.3,2948.8,2952.9,2959.3,2966,2983
6931,bota?,botar,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,37.8,37.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,102,420.2,1687.3,2718.3,90,420.5,443.6,422.4,407.8,425.8,443.8,456.3,1687.6,1525.6,843.5,861.5,876.4,899,938.9,2718.4,2692.4,2596.6,2752.1,2772.6,2778.5,2765.2
6932,tecnologia,tecnologia,Unstressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,29.8,29.8,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,110.6,401.3,2060.3,2873.2,72.5,401,422.2,424.7,415,409.2,395.8,383.7,2059.9,2099.3,2111.3,2048.9,2070.2,2085.3,2040.7,2872.6,2835.2,2811,2735.9,2714.3,2662.7,2624
6933,computado?a,computadora,Unstressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,40.9,40.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,266.2,1159.1,2671.7,55.2,265.5,360.6,405.3,419.5,424,420.8,397.2,1160.3,994.9,1000.5,981.8,974.3,961.6,916.8,2672.6,2549.7,2645,2628.9,2758.2,2693.9,2612.6
6934,television,television,Unstressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,28.6,28.6,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,102,411.5,2047.2,2803.9,54.7,418.6,445.3,462.6,475.6,477.2,471.3,462.5,2064.1,1934.6,1905.7,2029.9,2040.1,2010,1963.2,2805,2794.3,2787.6,2869.4,2844.3,2790.1,2742.2
6935,do?mi?,dormir,Stressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,55.8,55.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,106.6,381.5,1759,3020.8,124.2,381,351.4,387.4,398.5,414.1,428.9,437.6,1759.3,1676.7,1697.9,1564.2,1385.8,1348.4,1304.9,3020.3,2984.3,2883,2812.2,2753.5,2719.3,2699.8
6936,dedo,dedo,Stressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,93.3,93.3,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,108.6,550.5,2072.2,2944.4,151.6,548.6,491.4,398.3,401.2,410.8,417.4,420.9,2078.7,1957.1,1912.5,1924.3,1958.1,1993.8,2028.1,2948.1,2871.6,2805.3,2743.3,2734.5,2761.5,2769.5
6937,keda?,kedar,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,46.1,46.1,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,306.6,2401.7,2524.5,112,308.1,339.2,361.2,373.6,377.7,387.9,391.2,2430.6,2413.8,2358,2321.7,2311.5,2301.4,2284.8,2513.1,2593.1,2616.2,2630.4,2640.9,2658.8,2690.3
6938,tereno,tereno,Unstressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,36.3,36.3,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,379.5,1909.1,2856,93.9,380.4,424.8,445,461.1,456.3,465.6,474.4,1909.3,1928.7,1940.8,1971.2,1973.1,1953.4,1912.1,2856.2,2817.2,2797.7,2776.8,2780.1,2772.1,2732.6
6939,comp?a?,comprar,Unstressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,33.1,33.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,99.1,321.4,1032.1,2514.8,49.9,336.8,445,476.8,495.2,489.5,482.9,469.4,1012,886.4,940.6,962.9,944.4,914.1,882.7,2503.4,2430.9,2440.5,2373.7,2295.2,2323.8,2385
6940,pinta?,pintar,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,23.2,23.2,i,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,111.1,266.4,2331.5,2593,61.5,269.8,285,288.6,293.1,291.1,289.2,292.2,2347.1,2347,2341.8,2370.7,2379.4,2389.6,2396.8,2596.9,2896.4,2934.4,2896.4,2914.5,2951.6,2954.3
6941,te?minal,terminal,Unstressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,60.6,60.6,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,111.2,376.1,2048.5,2889.3,49.6,376.1,422.4,443.5,441.3,437.5,428.2,418.9,2048.5,2043.3,2062.2,2095.4,2086,2105,2133.3,2889.3,2878.1,2855.6,2859.2,2894.4,3018.4,2983
6942,pinta?,pintar,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,19.3,19.3,i,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,103.4,277.2,2449.5,2885,86.1,278.7,298.5,308.3,307,307.2,304.5,303.9,2447.9,2435.2,2454,2451.6,2440.9,2448.6,2468,2887,2920.8,2958.3,2954.2,2943.1,2968.4,2983.9
6943,gobie?no,gobierno,Unstressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,82.9,82.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,705.1,1198.4,2625.2,121.3,704.4,636,405.4,303.7,389.4,419.6,452.3,1198.5,1195.4,1199.2,1197.8,1124.6,1051.3,1033,2625.6,2595.9,2611.3,2655.7,2616.1,2562.8,2539.8
6944,casa,casa,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,31.7,31.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,105.7,496.7,1455.9,2688.4,101.9,496.2,523.1,552,574.3,603.9,620,624,1453.2,1567.1,1589.9,1602.1,1618.3,1662.5,1672.4,2689.8,2628.2,2622,2661.9,2666.7,2666.5,2640.1
6945,pa?kes,parkes,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,12.6,12.6,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,108.9,542.9,1692.9,2675,90.9,542.4,579.5,600.4,610.6,616.9,621.7,621.6,1710.7,1431.6,1404.2,1417.9,1465.7,1486.8,1495.7,2676.7,2669.5,2675.2,2652.3,2652,2651.1,2654
6946,g?ande,grande,Stressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,109.9,109.9,r,FALSE,FALSE,FALSE,TRUE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,791.4,1767.2,2708.7,78.1,790.9,732.7,656.1,584,474.1,374.1,381.5,1767.2,1767.1,1771.5,1782.3,1796.8,1837.1,1879.4,2708.5,2706.6,2722.9,2731.6,2723.3,2725.9,2692.5
6947,besa?,besar,Stressed,IZA,SpanishRural,s,b,FALSE,i,TRUE,FALSE,FALSE,111.9,111.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,335.1,2035.8,2705.6,83.6,336.4,388,401.6,401.9,404.3,405.3,399.1,2038.9,2082.9,2116,2127.9,2138.2,2157,2186.5,2706.9,2733.1,2742.4,2760.6,2750.6,2744,2795.7
6948,guapo,guapo,Stressed,IZA,SpanishRural,s,?,TRUE,i,TRUE,FALSE,FALSE,73.9,73.9,ua,FALSE,FALSE,FALSE,FALSE,TRUE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,98.3,427.9,2255.9,2975.6,148.6,432.7,450.6,412.1,390.2,385.1,397,416.1,2331.8,1983.4,633.6,718.8,757.3,788,822.2,2977.7,2837.7,2605.9,2588.9,2558.9,2572.3,2593.6
6949,papel,papel,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,27.9,27.9,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,487.1,1089.6,2639.8,72.4,502.7,506.8,556.7,575.8,596.1,612.5,609.9,1050.6,1151.1,1258.3,1388.1,1380.3,1269.9,1310.4,2634.7,2696.5,2732.4,2724,2737,2764.5,2776.3
6950,gato,gato,Stressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,114.2,114.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,1600.6,2515.4,3675.9,170.8,NA,NA,NA,NA,426.1,357.9,421.3,1600.4,1599.2,1602.7,1602.3,1758.5,1520,1480.5,2513.9,2500.1,2489.5,2537.3,2791.9,2612.5,2619.1
6951,g?ingo,gringo,Stressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,83.4,83.4,r,FALSE,FALSE,FALSE,TRUE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,94.5,430.8,1708.6,2508.1,55.3,429.6,344.1,264.3,294.1,323.9,332.5,340.1,1708.6,1714.2,1764,1838.5,1836.5,1804.9,1823.5,2507.9,2522.7,2627.9,2628.9,2648.6,2663.4,2632.8
6952,pero,pero,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,17,17,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,113.2,446.4,2347.1,2708.5,166.4,448.1,455.3,451.1,448.4,446.9,450.1,453.3,2341.8,2382,2308.3,1960.2,1881.5,1988.8,1993.6,2707.8,2706,2718.4,2724.4,2739.5,2781.6,2808.7
6953,goma,goma,Stressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,79.2,79.2,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,981.8,1043.7,2648.3,142.7,981.9,747.7,619.1,637.3,518.4,409.2,387.5,1042.9,1074,1111.2,1127.5,1136.2,1121.1,1052.4,2641.7,2546.5,2576,2629.6,2626.4,2653.7,2640.3
6954,cultu?a,cultura,Unstressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,34.2,34.2,u,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,113.2,331.2,915.5,2570.5,37.7,330.8,332.6,343.1,342.7,339.5,329.4,303.1,916.2,925.2,962.4,1032.8,1097.6,1173.4,1316.6,2583.4,2638.6,2653.9,2637.6,2618.1,2588.7,2628
6955,comunidad,comunidad,Unstressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,53.9,53.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,315,1040.8,2471.8,33.8,311.4,347,343.6,338.3,341.4,336.1,327.8,1051.8,929.8,901.4,868.7,868.5,862.2,806.8,2462.1,2577.4,2657.2,2395.3,2484.2,2497.9,2486.9
6956,costa,costa,Stressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,40.7,40.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,117.7,359.3,1076.8,2737.9,116.4,359.6,404.6,429.5,434.4,437.7,442.6,445.5,1076.4,1023,996.9,966.6,955,973.4,1002.9,2737.8,2697.3,2631.5,2667.6,2684.8,2708.7,2696.8
6957,colib?i,colibri,Unstressed,IZA,SpanishRural,s,k,FALSE,i,TRUE,FALSE,FALSE,61.5,61.5,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,126.7,347.1,1190.2,2846.7,72.3,346.3,374.6,398.7,429,447.7,450.2,445,1194.1,1044.7,935.2,934,1083.1,1251.3,1257.2,2846.9,2815.1,2731,2698.2,2761,2808,2809
6958,distincto,distincto,Unstressed,IZA,SpanishRural,s,d,FALSE,i,TRUE,FALSE,FALSE,54.4,54.4,i,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,727.7,2028.4,2963.9,125.7,722,628.9,570.7,505.2,561.7,801,955.7,2026.8,2005.3,2017.5,2052.2,2075,2082.9,2109.9,2964.3,2972,2981.1,2984.6,2963.9,2951.7,2826.3
6959,pin?os,pinchos,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,18.3,18.3,i,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,115.5,292.6,2322.7,2891.1,96.1,292.2,314.4,315.1,314.9,311.6,306.2,304.2,2322.4,2343.7,2395.6,2394.5,2427.7,2447.3,2480.5,2891,2897.8,2873.7,2839,2959.2,2945.3,3024.5
6960,po?o,pollo,Stressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,51.8,51.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,65.2,380.8,873.9,2587.5,115.6,383.9,404,407,434.9,430.7,428.8,447.1,873.9,884.5,846.1,869.8,877.3,906.8,943.4,2589.1,2645,2690,2680.1,2597.4,2645.2,2658.2
6961,golpea?,golpear,Unstressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,62.5,62.5,o,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,54.2,300.8,1096.9,2679.8,136.5,300.7,310.1,305.4,NA,996.3,970.3,NA,1097.8,1108.4,1245,1057.4,2271.6,1694.6,1048.3,2679.4,2787.4,2685.1,2413.6,3061.2,2981.1,2028.8
6962,gusta?,gustar,Stressed,IZA,SpanishRural,s,g,FALSE,i,TRUE,FALSE,FALSE,104.2,104.2,u,FALSE,TRUE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,54.7,320.6,783.8,2872.6,69.5,317.9,312.5,317.1,316.6,319.3,316.3,313.6,837,1033.1,991.8,958.4,972.7,1024.6,1173.6,2855.6,2776.4,2732.7,2678.5,2632.6,2645.1,2666.3
6963,plan?a?,planchar,Unstressed,IZA,SpanishRural,s,p,FALSE,i,TRUE,FALSE,FALSE,47.8,47.8,l,FALSE,FALSE,FALSE,TRUE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,NA,271.1,1524.9,2688.2,32.4,271.9,292.6,353.7,423.1,486.4,528.7,539,1522.6,1501.2,1481.3,1376.4,1425.4,1513.4,1534.3,2686.3,2787.8,2875.6,2743.5,2780,2809.4,2839.2
6964,te?no,terno,Stressed,IZA,SpanishRural,s,t,FALSE,i,TRUE,FALSE,FALSE,30.6,30.6,e,TRUE,FALSE,FALSE,FALSE,FALSE,ChicaizaRuralSp,38,TRUE,FALSE,Primary,TRUE,FALSE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,WordList,113.5,398.2,2022.1,2786.2,111.6,400.6,436.2,450.6,454.4,456.4,456.2,455.5,2022.4,1993.5,1977.6,1937.1,1936.5,1956.2,1954.4,2789.2,2813.3,2690,2711.6,2768.6,2792,2798.1
